,STATEFP,COUNTYFP,NAME,full_area,34kt Winds,34kt_pct,50kt Winds,50kt_pct,64kt Winds,64kt_pct,total_premium,indemnity_amount,net_planted_quantity,liability,net_determined_quantity,pcp,PlantedAcres
51,12,051,Hendry,0.27913529623150124,0.27913529623150113,99.99999999999996,0.27913529623150113,99.99999999999996,0.27913529623150113,99.99999999999996,1179510.6,23172804.8,40462.78,44698436.4,40462.78,21.75,244074.61000000002
52,12,005,Bay,0.21425186802794569,0.2142518680279456,99.99999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.73,564.5699999999999
53,12,063,Jackson,0.2330136117620951,0.23301361176209523,100.00000000000007,0.0,0.0,0.0,0.0,73559.2,131231.5,368.05,171199.0,368.05,15.87,151418.19
54,12,101,Pasco,0.1832633582121496,0.1832633582121495,99.99999999999996,0.1832633582121495,99.99999999999996,0.1764650397743061,96.29041042128367,571.0,4319.0,18.5,13931.0,18.5,28.19,54860.57
55,12,081,Manatee,0.18817100316115584,0.1881710031611559,100.00000000000003,0.1881710031611559,100.00000000000003,0.05798056809003898,30.812700743473485,179139.0,963185.0,4147.1,5709116.0,4147.1,33.99,21259.080000000005
56,12,011,Broward,0.2864502229764961,0.2864502229764961,100.0,0.2864502229764961,100.0,0.11480386812481254,40.078121403393865,3503.0,35526.0,0.0,56049.0,0.0,27.79,454.18000000000006
57,12,015,Charlotte,0.1757084279223425,0.1757084279223427,100.00000000000011,0.1757084279223427,100.00000000000011,0.17460250298039945,99.37059083902803,254398.0,2838221.0,5372.25,8314962.0,5372.25,30.92,2374.06
58,12,003,Baker,0.14303268881850137,0.14303268881850134,99.99999999999997,0.14303268881850134,99.99999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.54,4403.56
59,12,043,Glades,0.23233914497049943,0.2323391449704993,99.99999999999994,0.2323391449704993,99.99999999999994,0.2323391449704993,99.99999999999994,74093.0,1342361.0,3922.64,3493509.0,3922.64,24.37,118937.61000000002
60,12,103,Pinellas,0.07796569837270291,0.07796569837270292,100.00000000000003,0.07796569837270292,100.00000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.23,0.0
61,12,085,Martin,0.15983957305702448,0.15983957305702465,100.00000000000011,0.15983957305702465,100.00000000000011,0.010432914298822442,6.527115969648135,91472.0,459039.0,445.4,2991287.0,445.4,25.21,77490.83000000002
62,12,091,Okaloosa,0.24255004094799792,0.14573830889688513,60.08587272435507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.15,19264.140000000003
63,12,017,Citrus,0.15813326326260627,0.1581332632626062,99.99999999999997,0.1581332632626062,99.99999999999997,0.12971979771837475,82.03194890309302,1354.0,108112.0,0.0,111442.0,0.0,24.48,11475.97
64,12,083,Marion,0.3995440456410004,0.39954404564100066,100.00000000000007,0.39954404564100066,100.00000000000007,0.010536754647413651,2.6371947629726837,123402.76,503619.9,2261.1766666666,1010971.5116666666,2868.8,28.16,25150.81
65,12,125,Union,0.06052186292450013,0.06052186292449997,99.99999999999973,0.06052186292449997,99.99999999999973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.43,6059.5599999999995
66,12,117,Seminole,0.08259988752649992,0.08259988752649995,100.00000000000004,0.08259988752649995,100.00000000000004,0.0,0.0,17665.0,78884.0,55.3,276548.0,55.3,27.39,7478.39
