GEOID,hurricane_id,area_34kt,count_34kt_intersects,area_50kt,count_50kt_intersects,area_64kt,count_64kt_intersects,area_cat1,count_cat1_intersects,area_cat2,count_cat2_intersects,area_cat3,count_cat3_intersects,area_cat4,count_cat4_intersects,hurricane_category
37031,AL012004,0.36428446404073467,2,,,,,,,,,,,,,TS
37055,AL012004,0.5778315225870168,2,0.07429573716682969,1.0,0.004550622300928574,1.0,,,0.004550622300928574,1.0,,,,,cat2
37095,AL012004,0.15715574102330032,2,,,,,,,,,,,,,TS
12009,AL032004,0.3187157763008736,2,,,,,,,,,,,,,TS
12015,AL032004,0.038497612380021036,1,,,,,,,,,,,,,TS
12021,AL032004,0.3514805529373657,1,0.010195487490002165,1.0,,,,,,,,,,,TS
12027,AL032004,0.07503456164103509,1,,,,,,,,,,,,,TS
12031,AL032004,0.04428215746294291,1,,,,,,,,,,,,,TS
12035,AL032004,0.05731589808913787,1,,,,,,,,,,,,,TS
12043,AL032004,0.5750914420956416,1,,,,,,,,,,,,,TS
12049,AL032004,0.5515929440292712,1,0.09694488657458232,1.0,,,,,,,,,,,TS
12053,AL032004,0.03282285469704362,1,,,,,,,,,,,,,TS
12055,AL032004,1.0000000000000007,1,0.2456872581860939,1.0,,,,,,,,,,,TS
12057,AL032004,0.33654137570806364,1,0.024641910698652007,1.0,,,,,,,,,,,TS
12061,AL032004,0.8850630784863012,1,,,,,,,,,,,,,TS
12069,AL032004,0.40856092391828325,1,0.10723179214353501,1.0,,,,,,,,,,,TS
12071,AL032004,0.27257650208312456,1,0.02632406501203694,1.0,,,,,,,,,,,TS
12081,AL032004,0.0036251044643846914,1,,,,,,,,,,,,,TS
12087,AL032004,0.14646129546647216,2,0.0030917745039442984,1.0,0.00016891379701627115,1.0,,,0.00016891379701627115,1.0,,,,,cat2
12093,AL032004,0.8896756489676758,1,0.0022558540854138967,1.0,,,,,,,,,,,TS
12095,AL032004,0.8062341118032551,1,0.3678480531181938,1.0,0.055717788832890434,1.0,0.055717788832890434,1.0,,,,,,,cat1
12097,AL032004,0.9385591980126616,1,0.6717214314253409,1.0,0.21740479409418917,1.0,0.21740479409418917,1.0,,,,,,,cat1
12101,AL032004,0.2548903424175887,1,,,,,,,,,,,,,TS
12105,AL032004,0.9999410657568788,1,0.9172021818698148,1.0,0.40575495342084805,1.0,0.40575495342084805,1.0,,,,,,,cat1
12109,AL032004,0.44249723099517635,1,,,,,,,,,,,,,TS
12111,AL032004,0.24629817836962603,1,,,,,,,,,,,,,TS
12117,AL032004,0.24230597902070214,1,,,,,,,,,,,,,TS
12119,AL032004,0.2385604310672616,1,9.069302509404125e-05,1.0,,,,,,,,,,,TS
12127,AL032004,0.01144556937162192,1,0.0024340504270635205,1.0,,,,,,,,,,,TS
24039,AL032004,0.46327478562189134,1,,,,,,,,,,,,,TS
24047,AL032004,0.11556213682633817,1,,,,,,,,,,,,,TS
37017,AL032004,0.504380294207447,1,0.09856657518066558,1.0,,,,,,,,,,,TS
37019,AL032004,0.6057799775924256,1,0.3342264416511852,1.0,,,,,,,,,,,TS
37031,AL032004,0.21060346805427363,1,,,,,,,,,,,,,TS
37047,AL032004,0.27943795044217407,1,0.03692809003745104,1.0,,,,,,,,,,,TS
37049,AL032004,0.6717569114469611,1,,,,,,,,,,,,,TS
37053,AL032004,0.24937739648085971,1,,,,,,,,,,,,,TS
37055,AL032004,0.6148086786908409,1,,,,,,,,,,,,,TS
37061,AL032004,0.9451475374448055,1,0.8669449846760503,1.0,,,,,,,,,,,TS
37079,AL032004,0.9999999999999998,1,,,,,,,,,,,,,TS
37095,AL032004,0.00047772343259128673,1,,,,,,,,,,,,,TS
37101,AL032004,0.006522448977097971,1,,,,,,,,,,,,,TS
37103,AL032004,1.0000000000000002,1,0.22955747574293048,1.0,,,,,,,,,,,TS
37107,AL032004,1.0000000000000004,1,0.3786056525646807,1.0,,,,,,,,,,,TS
37129,AL032004,1.0,1,1.0,1.0,,,,,,,,,,,TS
37133,AL032004,1.0000000000000002,1,0.7757025178816057,1.0,,,,,,,,,,,TS
37141,AL032004,1.0000000000000009,1,1.0000000000000009,1.0,,,,,,,,,,,TS
37147,AL032004,0.30887032362667294,1,,,,,,,,,,,,,TS
37163,AL032004,0.3432333629207521,1,0.06546571302400321,1.0,,,,,,,,,,,TS
37191,AL032004,0.7867383353809487,1,0.2714667141510437,1.0,,,,,,,,,,,TS
37195,AL032004,0.5642552782312927,1,,,,,,,,,,,,,TS
45015,AL032004,0.14145724487189187,1,0.009599782054105784,1.0,,,,,,,,,,,TS
45019,AL032004,0.7055953113018522,1,0.17220076022446876,1.0,,,,,,,,,,,TS
45029,AL032004,0.005616588050478697,1,,,,,,,,,,,,,TS
45043,AL032004,0.6177459450658239,1,,,,,,,,,,,,,TS
45089,AL032004,0.10839340360204862,1,,,,,,,,,,,,,TS
51001,AL032004,0.9677998625103641,1,,,,,,,,,,,,,TS
51131,AL032004,0.5769532102221894,1,,,,,,,,,,,,,TS
51550,AL032004,0.0811757248281318,1,,,,,,,,,,,,,TS
51710,AL032004,0.17189473103596495,1,,,,,,,,,,,,,TS
51810,AL032004,0.8287334804130269,1,,,,,,,,,,,,,TS
12001,AL062004,1.000000000000002,5,,,,,,,,,,,,,TS
12003,AL062004,0.9999999999999998,2,,,,,,,,,,,,,TS
12005,AL062004,0.9629067065136308,2,,,,,,,,,,,,,TS
12007,AL062004,1.0,3,,,,,,,,,,,,,TS
12009,AL062004,0.9999999999999997,8,0.9999999999999997,4.0,0.31099581645802227,2.0,,,0.31099581645802227,2.0,,,,,cat2
12011,AL062004,1.0,7,0.8856516642686167,4.0,0.05221504382573169,1.0,,,0.05221504382573169,1.0,,,,,cat2
12013,AL062004,1.0000000000000002,1,,,,,,,,,,,,,TS
12015,AL062004,1.000000000000001,7,,,,,,,,,,,,,TS
12017,AL062004,0.9999999999999997,6,0.8248461204131448,1.0,,,,,,,,,,,TS
12019,AL062004,0.9999999999999979,3,,,,,,,,,,,,,TS
12021,AL062004,0.9999999999999991,6,0.01754761220060093,1.0,,,,,,,,,,,TS
12023,AL062004,1.0000000000000002,4,,,,,,,,,,,,,TS
12027,AL062004,1.0000000000000004,7,0.5021901907025805,2.0,,,,,,,,,,,TS
12029,AL062004,1.000000000000001,5,0.6861021443931054,2.0,,,,,,,,,,,TS
12031,AL062004,1.0000000000000016,3,,,,,,,,,,,,,TS
12035,AL062004,0.9999999999999994,5,,,,,,,,,,,,,TS
12037,AL062004,0.9999999999999996,5,,,,,,,,,,,,,TS
12039,AL062004,1.000000000000002,1,,,,,,,,,,,,,TS
12041,AL062004,1.0000000000000004,5,,,,,,,,,,,,,TS
12043,AL062004,0.9999999999999994,7,0.8312770344817292,4.0,0.210685106122922,2.0,,,0.210685106122922,2.0,,,,,cat2
12045,AL062004,0.9948015999438592,2,,,,,,,,,,,,,TS
12047,AL062004,0.9999999999999973,4,,,,,,,,,,,,,TS
12049,AL062004,1.0,7,1.0,2.0,,,,,,,,,,,TS
12051,AL062004,0.9999999999999996,7,0.659878688278624,4.0,0.0003002321835226686,1.0,,,0.0003002321835226686,1.0,,,,,cat2
12053,AL062004,0.9999999999999999,6,0.2764365594775382,2.0,,,,,,,,,,,TS
12055,AL062004,1.0000000000000007,8,0.9327090571617993,5.0,0.1387982325153572,2.0,,,0.1387982325153572,2.0,,,,,cat2
12057,AL062004,0.9999999999999984,6,0.0684172861308442,3.0,,,,,,,,,,,TS
12059,AL062004,0.9822725571378195,1,,,,,,,,,,,,,TS
12061,AL062004,1.0,7,1.0,4.0,1.0,3.0,,,1.0,3.0,,,,,cat2
12063,AL062004,0.9895574397993392,1,,,,,,,,,,,,,TS
12065,AL062004,1.0000000000000002,5,0.5855941808901892,1.0,,,,,,,,,,,TS
12067,AL062004,1.0000000000000004,5,0.01285465835104511,1.0,,,,,,,,,,,TS
12069,AL062004,1.0000000000000007,6,0.07963668694474046,3.0,,,,,,,,,,,TS
12071,AL062004,0.9999999999999998,6,,,,,,,,,,,,,TS
12073,AL062004,1.0,5,0.27367560710950734,1.0,,,,,,,,,,,TS
12075,AL062004,0.9999999999999992,5,0.6621794270043342,2.0,,,,,,,,,,,TS
12077,AL062004,1.0000000000000009,4,,,,,,,,,,,,,TS
12079,AL062004,0.9999999999999997,5,0.07287449238358748,1.0,,,,,,,,,,,TS
12081,AL062004,1.0000000000000002,6,0.30827847734225416,2.0,,,,,,,,,,,TS
12083,AL062004,1.0000000000000007,6,0.03903282462269205,1.0,,,,,,,,,,,TS
12085,AL062004,1.000000000000001,8,1.000000000000001,5.0,0.9926032834027055,4.0,,,0.9926032834027055,4.0,,,,,cat2
12086,AL062004,0.9892577442873876,7,0.11675752967047796,3.0,,,,,,,,,,,TS
12087,AL062004,0.6462758998532101,5,,,,,,,,,,,,,TS
12089,AL062004,0.999999999999999,3,,,,,,,,,,,,,TS
12093,AL062004,0.9999999999999986,7,0.9999999999999986,4.0,0.9938960087815094,2.0,,,0.9938960087815094,2.0,,,,,cat2
12095,AL062004,0.9999999999999988,7,0.9051738610828401,3.0,,,,,,,,,,,TS
12097,AL062004,0.9999999999999977,8,0.9999999999999977,5.0,0.10699580017394307,2.0,,,0.10699580017394307,2.0,,,,,cat2
12099,AL062004,0.9999999999999998,9,0.9999999999999998,5.0,0.5531073623068203,4.0,,,0.5531073623068203,4.0,,,,,cat2
12101,AL062004,0.9999999999999996,6,0.37430999123842507,1.0,,,,,,,,,,,TS
12103,AL062004,1.0000000000000002,6,,,,,,,,,,,,,TS
12105,AL062004,0.9999999999999993,7,0.9183351780246618,5.0,3.865599622386375e-05,1.0,,,3.865599622386375e-05,1.0,,,,,cat2
12107,AL062004,0.999999999999999,4,,,,,,,,,,,,,TS
12109,AL062004,0.9999999999999988,4,,,,,,,,,,,,,TS
12111,AL062004,1.0000000000000002,8,1.0000000000000002,5.0,1.0000000000000002,4.0,,,1.0000000000000002,4.0,,,,,cat2
12115,AL062004,1.0000000000000018,6,0.02646778313483542,1.0,,,,,,,,,,,TS
12117,AL062004,1.0000000000000004,7,0.9728562104083154,1.0,,,,,,,,,,,TS
12119,AL062004,0.9999999999999972,6,0.15591973611602838,1.0,,,,,,,,,,,TS
12121,AL062004,1.0000000000000002,4,,,,,,,,,,,,,TS
12123,AL062004,1.0,5,0.2596770991992125,2.0,,,,,,,,,,,TS
12125,AL062004,0.9999999999999973,3,,,,,,,,,,,,,TS
12127,AL062004,0.9999999999999989,7,0.3492600220339877,1.0,,,,,,,,,,,TS
12129,AL062004,0.9999999999999972,5,0.39879705958369516,1.0,,,,,,,,,,,TS
12131,AL062004,0.20148364325480134,1,,,,,,,,,,,,,TS
12133,AL062004,0.9981646535161035,1,,,,,,,,,,,,,TS
13003,AL062004,0.9999999999999983,1,,,,,,,,,,,,,TS
13019,AL062004,0.769357504955197,1,,,,,,,,,,,,,TS
13025,AL062004,0.5385125741304637,2,,,,,,,,,,,,,TS
13027,AL062004,0.916404891098243,4,,,,,,,,,,,,,TS
13039,AL062004,0.7329611549774413,3,,,,,,,,,,,,,TS
13049,AL062004,0.9999999999999992,2,,,,,,,,,,,,,TS
13065,AL062004,0.9999999999999984,2,,,,,,,,,,,,,TS
13069,AL062004,0.32144159085862223,1,,,,,,,,,,,,,TS
13071,AL062004,0.10992194878055458,1,,,,,,,,,,,,,TS
13075,AL062004,0.011409724536970168,1,,,,,,,,,,,,,TS
13087,AL062004,0.8132038855337799,1,,,,,,,,,,,,,TS
13101,AL062004,1.0,3,,,,,,,,,,,,,TS
13131,AL062004,0.8130963340373982,1,,,,,,,,,,,,,TS
13155,AL062004,0.10382935665652827,1,,,,,,,,,,,,,TS
13173,AL062004,1.0000000000000009,3,,,,,,,,,,,,,TS
13185,AL062004,0.8521253459814028,4,,,,,,,,,,,,,TS
13229,AL062004,0.30399255167525163,1,,,,,,,,,,,,,TS
13253,AL062004,0.6884556277826892,1,,,,,,,,,,,,,TS
13275,AL062004,0.8419678291902535,2,,,,,,,,,,,,,TS
13299,AL062004,0.9659963255588795,2,,,,,,,,,,,,,TS
36011,AL062004,0.5893174234140048,1,,,,,,,,,,,,,TS
36029,AL062004,0.40541552539081904,1,,,,,,,,,,,,,TS
36037,AL062004,1.0,1,,,,,,,,,,,,,TS
36051,AL062004,0.3441996011206777,1,,,,,,,,,,,,,TS
36055,AL062004,0.9999999999999994,1,,,,,,,,,,,,,TS
36063,AL062004,0.7598930642313487,1,,,,,,,,,,,,,TS
36067,AL062004,0.008403600806659991,1,,,,,,,,,,,,,TS
36069,AL062004,0.7032607555295932,1,,,,,,,,,,,,,TS
36073,AL062004,0.9999999999999993,1,,,,,,,,,,,,,TS
36075,AL062004,0.021380720940567175,1,,,,,,,,,,,,,TS
36099,AL062004,0.4905142878444794,1,,,,,,,,,,,,,TS
36117,AL062004,0.9999999999999999,1,,,,,,,,,,,,,TS
36121,AL062004,0.22993076315050417,1,,,,,,,,,,,,,TS
72033,AL062004,0.48693650545614425,1,,,,,,,,,,,,,TS
72049,AL062004,0.522421971706271,1,,,,,,,,,,,,,TS
72051,AL062004,0.6318176107100334,1,,,,,,,,,,,,,TS
72053,AL062004,0.011975515710392072,1,,,,,,,,,,,,,TS
72127,AL062004,0.0883414573264323,1,,,,,,,,,,,,,TS
72137,AL062004,0.4912582869157074,1,,,,,,,,,,,,,TS
72143,AL062004,0.3199705192426761,1,,,,,,,,,,,,,TS
72145,AL062004,0.2984547820398606,1,,,,,,,,,,,,,TS
78020,AL062004,1.0,1,,,,,,,,,,,,,TS
78030,AL062004,1.0000000000000002,1,,,,,,,,,,,,,TS
37029,AL072004,0.20858099114042725,1,,,,,,,,,,,,,TS
37053,AL072004,0.0172593441835709,1,,,,,,,,,,,,,TS
37073,AL072004,0.1083335779467059,1,,,,,,,,,,,,,TS
37139,AL072004,0.024300314741662776,1,,,,,,,,,,,,,TS
45015,AL072004,0.3064169352461448,2,0.0118868745402017,1.0,,,,,,,,,,,TS
45019,AL072004,0.46380450384719746,3,0.33988602039515065,1.0,,,,,,,,,,,TS
45043,AL072004,0.7056866395880519,2,0.01900524063925237,1.0,,,,,,,,,,,TS
45089,AL072004,0.023341139232465016,2,,,,,,,,,,,,,TS
51093,AL072004,0.12030059629536775,1,,,,,,,,,,,,,TS
51095,AL072004,0.009011131584234819,1,,,,,,,,,,,,,TS
51131,AL072004,0.10913393012221241,1,,,,,,,,,,,,,TS
51199,AL072004,0.30299255110681933,1,,,,,,,,,,,,,TS
51550,AL072004,0.9635574615962709,1,,,,,,,,,,,,,TS
51650,AL072004,0.9999999999999999,1,,,,,,,,,,,,,TS
51700,AL072004,0.9201632619349632,1,,,,,,,,,,,,,TS
51710,AL072004,1.0000000000000004,1,,,,,,,,,,,,,TS
51735,AL072004,1.0000000000000002,1,,,,,,,,,,,,,TS
51740,AL072004,0.9999999999999998,1,,,,,,,,,,,,,TS
51800,AL072004,0.4349027252907985,1,,,,,,,,,,,,,TS
51810,AL072004,0.5437974034629702,1,,,,,,,,,,,,,TS
25007,AL082004,0.8775275409465876,1,,,,,,,,,,,,,TS
01001,AL092004,1.0000000000000007,4,,,,,,,,,,,,,TS
01003,AL092004,1.0000000000000004,5,1.0000000000000004,3.0,0.9514123014078532,3.0,,,0.9514123014078532,2.0,,,,,cat2
01005,AL092004,0.9999999999999992,2,,,,,,,,,,,,,TS
01007,AL092004,1.0,3,,,,,,,,,,,,,TS
01011,AL092004,1.0000000000000002,1,,,,,,,,,,,,,TS
01013,AL092004,1.0000000000000002,4,0.5033251615023968,2.0,,,,,,,,,,,TS
01017,AL092004,0.21833043550245196,1,,,,,,,,,,,,,TS
01021,AL092004,1.0000000000000002,3,,,,,,,,,,,,,TS
01023,AL092004,1.000000000000001,3,0.08534425315166308,1.0,,,,,,,,,,,TS
01025,AL092004,1.0000000000000029,5,0.9942152564700599,2.0,0.6603079577767668,2.0,,,0.15966845060787332,1.0,,,,,cat2
01027,AL092004,0.26773688857843736,1,,,,,,,,,,,,,TS
01031,AL092004,0.9999999999999993,3,0.44980319157152093,2.0,,,,,,,,,,,TS
01035,AL092004,1.0,5,1.0,2.0,0.5544198677085003,2.0,,,0.1053398255222609,1.0,,,,,cat2
01037,AL092004,1.000000000000001,2,,,,,,,,,,,,,TS
01039,AL092004,0.9999999999999993,4,0.8769876285102883,2.0,,,,,,,,,,,TS
01041,AL092004,1.0000000000000007,3,0.0017859556315293875,1.0,,,,,,,,,,,TS
01045,AL092004,0.9999999999999992,3,0.19415099424470272,1.0,,,,,,,,,,,TS
01047,AL092004,1.0000000000000027,4,0.4816910203507393,2.0,,,,,,,,,,,TS
01051,AL092004,0.9999999999999994,3,,,,,,,,,,,,,TS
01053,AL092004,1.0000000000000002,4,1.0000000000000002,2.0,0.7771287242745328,2.0,,,0.7771287242745328,1.0,,,,,cat2
01057,AL092004,0.5241714094433306,1,,,,,,,,,,,,,TS
01061,AL092004,1.0000000000000002,4,0.7891933472400601,2.0,,,,,,,,,,,TS
01063,AL092004,0.49366922029736043,4,,,,,,,,,,,,,TS
01065,AL092004,1.000000000000001,4,0.001581458358064489,1.0,,,,,,,,,,,TS
01067,AL092004,0.9999999999999998,3,,,,,,,,,,,,,TS
01069,AL092004,0.9999999999999994,3,0.03552543574461247,1.0,,,,,,,,,,,TS
01073,AL092004,0.6092974549848519,2,,,,,,,,,,,,,TS
01081,AL092004,0.7856377824225003,1,,,,,,,,,,,,,TS
01085,AL092004,1.0,4,0.04902759914134714,1.0,,,,,,,,,,,TS
01087,AL092004,0.9999999999999992,1,,,,,,,,,,,,,TS
01091,AL092004,1.0,4,0.3687083668299201,2.0,0.05081940480422154,1.0,,,,,,,,,TS
01097,AL092004,0.9999999999999997,4,0.9999999999999997,3.0,0.44612657594208527,3.0,,,0.44612657594208527,2.0,,,,,cat2
01099,AL092004,1.0000000000000016,5,1.0000000000000016,2.0,0.9434099460351124,2.0,,,0.25317804318689535,1.0,,,,,cat2
01101,AL092004,0.9999999999999991,4,,,,,,,,,,,,,TS
01105,AL092004,1.0000000000000004,4,0.5022941320305022,2.0,,,,,,,,,,,TS
01107,AL092004,0.10627512283858583,1,,,,,,,,,,,,,TS
01109,AL092004,0.9999999999999998,3,,,,,,,,,,,,,TS
01113,AL092004,0.9545812616607079,1,,,,,,,,,,,,,TS
01115,AL092004,0.004799016382007821,1,,,,,,,,,,,,,TS
01117,AL092004,0.9623459558524278,2,,,,,,,,,,,,,TS
01119,AL092004,0.4820965372528419,4,,,,,,,,,,,,,TS
01121,AL092004,0.4086243233218678,1,,,,,,,,,,,,,TS
01123,AL092004,0.930605771437519,1,,,,,,,,,,,,,TS
01125,AL092004,0.9999999999999997,3,,,,,,,,,,,,,TS
01127,AL092004,0.22550604457071177,1,,,,,,,,,,,,,TS
01129,AL092004,0.9957315715652214,4,0.8749571945524295,2.0,0.41701068250034323,2.0,,,0.0012799517550073074,1.0,,,,,cat2
01131,AL092004,1.0000000000000007,4,1.0000000000000007,3.0,0.5328712086910768,1.0,,,,,,,,,TS
12005,AL092004,0.9999999999999996,4,0.13209590415432246,2.0,,,,,,,,,,,TS
12013,AL092004,1.0000000000000002,4,,,,,,,,,,,,,TS
12033,AL092004,1.000000000000001,5,1.000000000000001,3.0,1.000000000000001,2.0,,,1.000000000000001,1.0,,,,,cat2
12037,AL092004,0.9999999999999996,4,,,,,,,,,,,,,TS
12039,AL092004,1.000000000000002,3,,,,,,,,,,,,,TS
12045,AL092004,1.0,4,,,,,,,,,,,,,TS
12059,AL092004,0.9999999999999998,4,0.7769030943672456,2.0,,,,,,,,,,,TS
12063,AL092004,1.0000000000000007,3,,,,,,,,,,,,,TS
12065,AL092004,0.9999912061319028,1,,,,,,,,,,,,,TS
12073,AL092004,1.0,3,,,,,,,,,,,,,TS
12077,AL092004,1.0000000000000009,4,,,,,,,,,,,,,TS
12079,AL092004,0.16664638693995415,1,,,,,,,,,,,,,TS
12087,AL092004,0.00016891379701627115,2,,,,,,,,,,,,,TS
12091,AL092004,0.9999999999999999,4,0.9999999999999999,3.0,0.5274885999387174,1.0,,,0.5274885999387174,1.0,,,,,cat2
12113,AL092004,1.0000000000000013,5,1.0000000000000013,3.0,1.0000000000000013,2.0,,,1.0000000000000013,1.0,,,,,cat2
12123,AL092004,0.2589856296871563,1,,,,,,,,,,,,,TS
12129,AL092004,0.9999999999999972,3,,,,,,,,,,,,,TS
12131,AL092004,0.9999999999999988,4,0.9999999999999988,2.0,,,,,,,,,,,TS
12133,AL092004,1.0000000000000009,4,0.2587648482810636,2.0,,,,,,,,,,,TS
13007,AL092004,0.7013348209820459,2,,,,,,,,,,,,,TS
13027,AL092004,0.5644935306743212,1,,,,,,,,,,,,,TS
13037,AL092004,0.9208257541521697,1,,,,,,,,,,,,,TS
13053,AL092004,0.0485619818195899,1,,,,,,,,,,,,,TS
13061,AL092004,1.0000000000000004,1,,,,,,,,,,,,,TS
13071,AL092004,0.923247451851995,1,,,,,,,,,,,,,TS
13075,AL092004,0.0530072414961236,1,,,,,,,,,,,,,TS
13087,AL092004,1.0,2,,,,,,,,,,,,,TS
13095,AL092004,8.837373814861745e-06,1,,,,,,,,,,,,,TS
13099,AL092004,0.9999999999999993,2,,,,,,,,,,,,,TS
13131,AL092004,0.9999999999999999,2,,,,,,,,,,,,,TS
13201,AL092004,1.0,2,,,,,,,,,,,,,TS
13205,AL092004,0.8066839771498796,2,,,,,,,,,,,,,TS
13239,AL092004,1.0,1,,,,,,,,,,,,,TS
13243,AL092004,0.9538720843506918,1,,,,,,,,,,,,,TS
13253,AL092004,1.000000000000001,2,,,,,,,,,,,,,TS
13259,AL092004,0.6642681432438793,1,,,,,,,,,,,,,TS
13273,AL092004,0.012692988995247925,1,,,,,,,,,,,,,TS
13275,AL092004,1.000000000000001,1,,,,,,,,,,,,,TS
22023,AL092004,0.23443631514916752,1,,,,,,,,,,,,,TS
22045,AL092004,0.2264051215521276,2,,,,,,,,,,,,,TS
22051,AL092004,1.0000000000000004,2,,,,,,,,,,,,,TS
22057,AL092004,0.7161704152878307,2,,,,,,,,,,,,,TS
22071,AL092004,0.9999999999999999,2,,,,,,,,,,,,,TS
22075,AL092004,1.0000000000000002,4,0.5983296996120265,3.0,0.28670594216705036,1.0,,,0.28670594216705036,1.0,,,,,cat2
22087,AL092004,0.9999999999999986,4,0.5488755785439816,2.0,0.019858505247449344,2.0,,,0.019858505247449344,2.0,,,,,cat2
22089,AL092004,0.8947661310724844,1,,,,,,,,,,,,,TS
22095,AL092004,0.19102540161626766,1,,,,,,,,,,,,,TS
22101,AL092004,0.13370747588008924,1,,,,,,,,,,,,,TS
22103,AL092004,0.8253152965363381,2,,,,,,,,,,,,,TS
22105,AL092004,0.03152114809026555,1,,,,,,,,,,,,,TS
22109,AL092004,0.16192577704802358,3,,,,,,,,,,,,,TS
22113,AL092004,0.615389507055938,2,,,,,,,,,,,,,TS
22117,AL092004,0.06569590161559262,2,,,,,,,,,,,,,TS
28023,AL092004,0.6841452723470725,1,,,,,,,,,,,,,TS
28035,AL092004,0.8628516756378606,3,,,,,,,,,,,,,TS
28039,AL092004,1.0,3,0.8404114332953333,2.0,,,,,,,,,,,TS
28041,AL092004,0.9906495048673056,3,0.1466616417613036,2.0,,,,,,,,,,,TS
28045,AL092004,0.9999999999999996,3,,,,,,,,,,,,,TS
28047,AL092004,0.9999999999999998,4,0.31163962152895724,2.0,,,,,,,,,,,TS
28059,AL092004,1.0000000000000007,4,1.0000000000000007,2.0,0.274723459170683,1.0,,,0.274723459170683,1.0,,,,,cat2
28067,AL092004,0.003567559730493702,1,,,,,,,,,,,,,TS
28073,AL092004,0.9100032081800039,2,,,,,,,,,,,,,TS
28075,AL092004,0.13368342110517656,1,,,,,,,,,,,,,TS
28091,AL092004,0.3357140850647442,1,,,,,,,,,,,,,TS
28109,AL092004,0.936816100951003,3,,,,,,,,,,,,,TS
28111,AL092004,0.9371427161233018,3,,,,,,,,,,,,,TS
28131,AL092004,1.0,3,0.031766296343912204,1.0,,,,,,,,,,,TS
28153,AL092004,0.962465406429157,2,,,,,,,,,,,,,TS
01069,AL112004,0.24394738956993336,1,,,,,,,,,,,,,TS
09001,AL112004,0.7389403090902179,1,,,,,,,,,,,,,TS
09009,AL112004,0.013207736577008746,1,,,,,,,,,,,,,TS
12001,AL112004,1.000000000000002,5,0.16577603666748994,1.0,,,,,,,,,,,TS
12003,AL112004,0.9999999999999998,5,,,,,,,,,,,,,TS
12007,AL112004,1.0,5,,,,,,,,,,,,,TS
12009,AL112004,0.9999999999999997,7,0.8340482834802818,3.0,0.34792704966956767,1.0,,,0.34792704966956767,1.0,,,,,cat2
12011,AL112004,1.0,3,0.4737836362338622,2.0,,,,,,,,,,,TS
12013,AL112004,0.5514364756156066,1,,,,,,,,,,,,,TS
12015,AL112004,1.000000000000001,3,0.8590337284427163,2.0,,,,,,,,,,,TS
12017,AL112004,0.9999999999999997,6,0.9999999999999997,2.0,,,,,,,,,,,TS
12019,AL112004,0.9999999999999979,5,,,,,,,,,,,,,TS
12021,AL112004,0.9999999999999991,4,0.03096568351415692,1.0,,,,,,,,,,,TS
12023,AL112004,1.0000000000000002,5,,,,,,,,,,,,,TS
12027,AL112004,1.0000000000000004,5,1.0000000000000004,3.0,,,,,,,,,,,TS
12029,AL112004,1.000000000000001,5,,,,,,,,,,,,,TS
12031,AL112004,1.0000000000000016,5,,,,,,,,,,,,,TS
12035,AL112004,0.9999999999999994,6,,,,,,,,,,,,,TS
12037,AL112004,0.4437752301528256,2,,,,,,,,,,,,,TS
12039,AL112004,1.000000000000002,1,,,,,,,,,,,,,TS
12041,AL112004,1.0000000000000004,5,,,,,,,,,,,,,TS
12043,AL112004,0.9999999999999994,4,0.9999999999999994,3.0,0.4901087321001992,1.0,,,0.4901087321001992,1.0,,,,,cat2
12047,AL112004,0.9999999999999973,4,,,,,,,,,,,,,TS
12049,AL112004,1.0,6,1.0,3.0,,,,,,,,,,,TS
12051,AL112004,0.9999999999999996,4,0.5689682348925099,2.0,0.03705454226747299,1.0,,,0.03705454226747299,1.0,,,,,cat2
12053,AL112004,0.9999999999999999,6,0.9999999999999999,2.0,,,,,,,,,,,TS
12055,AL112004,1.0000000000000007,5,1.0000000000000007,3.0,0.49221795754167774,1.0,,,0.49221795754167774,1.0,,,,,cat2
12057,AL112004,0.9999999999999984,5,0.9999999999999984,2.0,,,,,,,,,,,TS
12061,AL112004,1.0,5,1.0,3.0,1.0,1.0,,,1.0,1.0,,,,,cat2
12063,AL112004,0.7716119415073426,1,,,,,,,,,,,,,TS
12065,AL112004,1.0000000000000002,3,,,,,,,,,,,,,TS
12067,AL112004,1.0000000000000004,5,,,,,,,,,,,,,TS
12069,AL112004,1.0000000000000007,6,1.0000000000000007,2.0,,,,,,,,,,,TS
12071,AL112004,0.9999999999999998,3,0.14132678023623438,1.0,,,,,,,,,,,TS
12073,AL112004,1.0,2,,,,,,,,,,,,,TS
12075,AL112004,0.9999999999999992,5,0.7840341141272273,1.0,,,,,,,,,,,TS
12077,AL112004,0.8949180111104751,2,,,,,,,,,,,,,TS
12079,AL112004,0.9999999999999997,4,,,,,,,,,,,,,TS
12081,AL112004,1.0000000000000002,5,1.0000000000000002,2.0,,,,,,,,,,,TS
12083,AL112004,1.0000000000000007,6,0.9865304020776057,1.0,,,,,,,,,,,TS
12085,AL112004,1.000000000000001,5,1.000000000000001,3.0,1.000000000000001,2.0,,,1.000000000000001,2.0,,,,,cat2
12086,AL112004,0.9732324272259806,3,,,,,,,,,,,,,TS
12087,AL112004,0.639550913716145,3,,,,,,,,,,,,,TS
12089,AL112004,0.999999999999999,4,,,,,,,,,,,,,TS
